mean_reward_out
-149.8516667
-64.69
-35.9039548
-10.66666667
-143.5683333
-53.92166667
11.51298701
-53.46641791
-14.63166667
-30.71666667
-26.89666667
-3.806666667
-60.62166667
-7.216666667
-15.43
-128.1333333
-97.06
-91.67669173
-94.33333333
-74.35333333
-11.1
-37.23333333
-104.1883333
-91.51497006
-40.85833333
-37.37833333
-4.363333333
-7.210674157
-30.83333333
-84.00166667
-34.69
-88.005
-99.39166667
-93.46
-27.48
-40.49833333
-26.28353659
-329.5733333
-32.97666667
94.2962963
95.97169811
95.80188679
94.27777778
94.26851852
94.26851852
90.6875
90.66964286
92.35454545
90.65178571
90.70535714
89.09649123
89.04385965
88.96491228
90.58035714
87.51724138
88.90350877
71.45614035
85.86440678
86.00847458
87.5
70.39655172
87.50862069
86.04237288
73.58695652
66.46710526
66.25
56.71590909
60.37951807
39.272
-3.645
-38.45833333
-56.26356589
-41.16666667
-7.961666667
-8.228333333
-8.61
-8.343333333
-8.435
-7.73
-7.923333333
-4.543333333
-4.766666667
-4.698333333
-4.89
-4.801666667
-5.063333333
-5
-4.851666667
-4.846666667
-4.903333333
-4.9
-4.83
-4.85
-4.758333333
-4.98
-4.793333333
-5.011666667
-5.18
-4.996666667
-5.145
-5.04
-5.063333333
-5.111666667
-5.348333333
-5.285
-5.428333333
-5.355
49.73762376
-5.856666667
-5.656666667
35.78368794
36.13571429
49.50490196
50.39108911
50.955
49.91666667
50.40594059
49.51960784
49.70588235
34.96503497
35.40492958
27.56043956
50.12376238
35.12323944
35.46830986
35.5248227
-0.703333333
35.12323944
27.59340659
20.98913043
34.95422535
21.94843049
-0.738333333
16.16610738
44.94196429
48.375
49.02941176
32.85234899
53.05789474
46.34259259
52.38541667
34.09027778
53.31382979
53.42021277
53.53191489
53.94086022
47.07075472
37.3030303
23.7029703
55.42307692
15.09230769
37.11742424
30.12345679
40.30487805
51.97916667
41.20247934
53.5
30.5
53.91397849
30.5
53.72043011
41.5
50.52525253
41.15702479
43.61403509
32.33
21.79953917
-1.886666667
16.32302405
31.41772152
16.10714286
53.45212766
-1.536666667
27.60393258
-1.153333333
-1.288333333
-1.531666667
-2.095
-2.045
-1.615
-2.335
18.06078431
-2.235
47.39047619
50.99489796
-1.418333333
52.15789474
-1.548333333
-3.926666667
-3.3
-1.791666667
-1.303333333
-1.871666667
-2.058333333
-3.055
-1.453333333
-2.896666667
-2.766666667
50.48469388
-3.193333333
53.55376344
52.20526316
-1.34
53.30851064
53.80978261
52.04166667
51.80729167
54.22826087
52.19473684
37.34469697
52.52105263
53.55913978
55.42222222
54.11956522
54.16847826
52.79787234
53.96195652
53.09042553
54.28804348
55.42777778
61.98148148
54.01075269
55.46111111
52.89893617
56.4494382
54.9010989
76.49242424
55.47777778
67.06
55.31318681
55.77777778
56.37640449
-1.775
55.9
77.97692308
55.75555556
55.64444444
59.625
67.11333333
62.15432099
75.38059701
45.30898876
55.93888889
55.7
69.17808219
56.32022472
76.6969697
75.53731343
55.56666667
75.64179104
74.22794118
75.55970149
73.13043478
74.34558824
72.11428571
77.90769231
75.46268657
79.046875
79.1171875
79.421875
78.13076923
78.03846154
79.21875
74.38970588
77.80769231
80.57142857
78.03846154
76.73484848
76.92424242
77.21969697
76.9469697
76.04477612
76.86363636
80.67460317
79.484375
78.37692308
78.32307692
77.87692308
79.359375
79.3203125
80.97619048
78.13076923
80.9047619
79.328125
77.00757576
78.46923077
74.47794118
72.74285714
75.67910448
75.58208955
78.61538462
79.2421875
80.94444444
74.94852941
74.84558824
80.92857143
78.17692308
76.29104478
81.04761905
79.7421875
77.42424242
78.55384615
78.04615385
80.76984127
77.1969697
78.16923077
78.26923077
79.6484375
76.93939394
73.52898551
73.78985507
77.41666667
78.40769231
77.02272727
73.78985507
74.97794118
75.99253731
77.13636364
74.94852941
79.6328125
75.89552239
78.35384615
77.15151515
78.31538462
77.21212121
74.89705882
78.49230769
76.08955224
78.46153846
78.47692308
73.8115942
78.53076923
75.94776119
74.91911765
75.99253731
75.94776119
76.05970149
72.75714286
75.91791045
76.00746269
77.1969697
77.22727273
76.15671642
74.77205882
77.18939394
78.32307692
75.90298507
74.93382353
77.1969697
77.31818182
74.80882353
77.33333333
77.21969697
73.84057971
78.65384615
74.875
79.6796875
76.2761194
77.31060606
77.37121212
74.01449275
76.20895522
78.46153846
78.4
77.13636364
78.40769231
77.38636364
77.33333333
76.11940299
78.31538462
74.94117647
77.26515152
76.00746269
78.47692308
79.6953125
77.10606061
76.09701493
77.41666667
77.36363636
74.82352941
76.01492537
78.46153846
77.49242424
75.02205882
73.98550725
71.92957746
78.51538462
75.16176471
78.55384615
76.05223881
77.45454545
76.13432836
78.71538462
76.26119403
73.84057971
78.47692308
78.41538462
78.3
73.84782609
75.07352941
76.1119403
73.89855072
77.43939394
78.41538462
71.78873239
76.26119403
78.62307692
79.8828125
78.33076923
72.87142857
78.60769231
77.33333333
